loan_id,customer_id,loan_type,principal_amount,interest_rate,loan_status,start_date,end_date
701950,9087,Personal,444188.7,12.14,Closed,2022-08-29,2024-08-03
701951,4762,SME,476295.67,12.75,Active,2017-04-22,2018-11-28
701952,8968,Personal,289509.19,27.3,Active,2019-06-29,2020-10-03
701953,5596,Personal,606706.87,25.22,Closed,2016-12-02,2020-11-22
701954,2003,SME,742200.28,20.42,Active,2022-06-15,2027-09-28
701955,9832,Personal,260558.44,22.11,Active,2017-09-13,2023-03-01
701956,7872,Mortgage,247408.73,21.01,Active,2020-02-05,2025-05-06
701957,2423,SME,398957.89,20.2,Active,2015-06-11,2022-01-30
701958,9935,Personal,372760.25,14.87,Active,2016-01-22,2017-06-20
701959,130,SME,605517.21,22.02,Active,2019-01-16,2025-06-28
701960,971,SME,158500.75,12.27,Closed,2015-03-06,2021-08-18
701961,8104,Personal,75335.14,14.06,Active,2015-11-16,2020-12-04
701962,6201,Mortgage,499625.25,21.71,Active,2016-09-05,2020-04-17
701963,1976,SME,477431.41,15.08,Closed,2021-01-31,2022-06-04
701964,7735,SME,772037.26,17.1,Active,2020-12-14,2022-07-19
701965,8332,Personal,533959.68,18.47,Active,2022-01-18,2028-08-04
701966,4190,Mortgage,987647.78,18.84,Active,2022-09-13,2026-06-05
701967,620,SME,45351.74,15.14,Active,2021-05-13,2027-01-26
701968,2793,Personal,148224.33,26.9,Active,2019-11-22,2022-08-16
701969,7331,Mortgage,2291611.26,12.29,Closed,2015-08-08,2017-09-24
701970,6651,Personal,336239.08,19.4,Active,2015-11-13,2017-07-27
701971,6110,SME,347774.93,22.49,Active,2021-02-01,2027-02-15
701972,8576,Personal,620137.07,23.66,Defaulted,2015-05-22,2017-03-24
701973,931,Personal,709898.47,14.07,Active,2015-02-01,2020-03-06
701974,3904,Personal,494210.1,26.8,Active,2015-07-14,2018-11-30
701975,2588,Mortgage,305060.24,27.17,Active,2021-07-02,2027-05-06
701976,3046,Personal,560545.94,16.65,Closed,2019-06-07,2024-12-28
701977,6488,Personal,1070560.99,27.95,Active,2019-10-11,2026-06-05
701978,9527,Mortgage,1432639.0,26.13,Defaulted,2015-07-15,2016-08-15
701979,9663,Personal,147049.58,22.23,Active,2022-11-05,2027-01-22
701980,1459,SME,245573.84,13.26,Active,2015-05-07,2019-01-01
701981,2177,Personal,264111.37,21.32,Active,2018-07-18,2025-01-20
701982,3042,Personal,282712.39,26.46,Active,2022-06-20,2025-07-10
701983,8545,Personal,121913.55,20.43,Closed,2016-09-23,2018-09-19
701984,7210,Personal,779290.98,18.6,Active,2019-09-23,2024-09-23
701985,3469,Mortgage,362667.97,17.41,Active,2018-01-15,2022-09-07
701986,6040,SME,91958.46,12.16,Active,2018-02-17,2020-11-28
701987,5118,Personal,495463.04,14.51,Active,2019-12-01,2023-01-30
701988,1192,Personal,320544.46,25.7,Active,2016-08-18,2018-09-27
701989,1261,Personal,204726.57,27.76,Active,2016-06-02,2018-01-25
701990,4437,Personal,244800.82,12.81,Closed,2015-12-17,2019-05-03
701991,5124,Mortgage,681662.99,14.32,Active,2020-08-16,2022-02-19
701992,4349,Personal,667068.47,15.15,Closed,2022-12-13,2024-01-28
701993,6247,Personal,1220681.45,17.47,Closed,2019-09-30,2022-12-27
701994,637,Personal,111959.92,19.1,Closed,2015-06-16,2019-11-29
701995,494,SME,251155.34,12.66,Active,2018-07-04,2020-02-12
701996,8610,Personal,170135.31,20.06,Active,2015-04-11,2018-11-30
701997,9286,SME,900975.78,18.28,Closed,2017-09-06,2024-04-09
701998,42,Personal,149159.38,13.08,Active,2019-08-29,2024-02-09
701999,9548,Mortgage,727280.68,18.5,Defaulted,2018-07-31,2020-11-11
702000,697,SME,627632.56,19.89,Active,2017-05-09,2021-05-28
702001,742,Personal,366609.21,23.66,Closed,2015-06-16,2019-02-20
702002,6354,Mortgage,2333569.02,16.98,Active,2015-07-20,2017-02-10
702003,9596,SME,1197739.84,19.63,Active,2015-07-18,2017-09-28
702004,8076,Personal,3627346.65,23.24,Defaulted,2018-12-30,2022-05-03
702005,5938,Personal,103769.3,27.42,Active,2021-12-23,2025-08-07
702006,6660,SME,814420.72,13.3,Active,2022-06-13,2027-01-04
702007,7370,Personal,422695.31,19.4,Active,2016-07-08,2021-05-05
702008,1755,Personal,711491.08,16.3,Active,2016-04-12,2018-01-20
702009,5095,Personal,1198050.41,16.33,Active,2022-06-20,2026-12-29
702010,2508,Mortgage,1111352.65,18.99,Active,2016-11-22,2022-06-28
702011,8808,Mortgage,327687.66,24.72,Closed,2015-05-30,2017-08-29
702012,4065,Personal,6014100.51,15.79,Closed,2018-01-08,2024-02-17
702013,1772,SME,164102.97,15.33,Active,2016-08-02,2021-11-19
702014,8000,Mortgage,877690.18,18.84,Active,2015-12-10,2019-12-04
702015,1235,Personal,419728.41,26.96,Active,2020-05-02,2026-03-23
702016,1538,SME,1443743.4,22.63,Active,2021-12-01,2025-01-13
702017,7542,SME,1906664.41,27.04,Closed,2018-03-28,2020-04-21
702018,15,SME,213312.14,19.4,Active,2020-12-23,2026-11-16
702019,2603,Personal,293689.19,16.23,Defaulted,2021-01-20,2023-10-13
702020,8984,Mortgage,419704.76,20.71,Active,2020-08-24,2023-06-06
702021,2480,Personal,201053.85,14.82,Closed,2021-11-18,2026-05-12
702022,7184,SME,106557.28,23.5,Closed,2017-03-18,2023-06-29
702023,325,Personal,50208.96,22.76,Closed,2017-03-12,2023-06-27
702024,5525,SME,1008618.23,16.99,Active,2020-06-19,2023-07-10
702025,9077,Mortgage,32929.01,16.1,Closed,2022-01-29,2026-06-24
702026,2327,Mortgage,593418.07,27.02,Active,2017-01-30,2021-11-01
702027,7955,Personal,584337.78,16.69,Defaulted,2017-12-01,2024-03-30
702028,7645,Personal,130884.2,15.58,Active,2019-11-19,2026-09-12
702029,7509,SME,336668.5,16.19,Active,2018-12-03,2019-12-07
702030,5916,SME,1067627.25,15.24,Active,2021-09-06,2024-06-30
702031,2414,SME,917750.94,16.96,Defaulted,2018-11-26,2022-10-16
702032,5404,Mortgage,310300.77,21.17,Closed,2018-09-01,2020-07-28
702033,5455,Mortgage,155592.12,26.67,Closed,2017-12-17,2024-05-05
702034,8880,Personal,1344212.9,13.0,Closed,2015-02-17,2018-01-26
702035,4558,Personal,299899.7,22.64,Active,2015-06-26,2019-09-03
702036,7805,Mortgage,191653.07,19.42,Active,2017-05-10,2023-09-09
702037,5016,Personal,293799.9,18.6,Active,2021-01-09,2026-02-21
702038,5837,SME,473860.51,15.26,Closed,2016-05-28,2020-10-20
702039,3497,Personal,219368.38,24.48,Active,2017-12-24,2024-01-25
702040,841,SME,188314.72,22.35,Active,2019-04-18,2023-07-25
702041,8754,Personal,492091.01,14.66,Active,2019-07-18,2021-03-18
702042,7761,Personal,177939.14,27.2,Closed,2018-12-11,2024-06-29
702043,7403,Personal,552538.2,18.68,Active,2017-12-11,2024-05-02
702044,1256,Mortgage,2046424.21,25.48,Closed,2019-03-03,2022-06-21
702045,9538,SME,108243.84,13.11,Active,2017-09-01,2023-08-18
702046,2018,SME,422024.58,22.86,Defaulted,2021-11-29,2024-11-12
702047,3463,SME,147224.19,16.72,Active,2016-01-18,2020-10-17
702048,4497,SME,970940.33,21.96,Defaulted,2019-02-08,2025-12-10
702049,2403,Personal,376219.99,22.95,Closed,2021-07-24,2023-04-20
702050,7707,Personal,541323.94,13.85,Active,2021-05-07,2024-12-28
702051,6242,Mortgage,792914.56,16.0,Active,2017-12-21,2022-05-11
702052,6800,Personal,607984.56,16.33,Closed,2017-06-14,2023-11-16
702053,2328,Personal,254031.6,14.43,Closed,2022-11-28,2026-09-21
702054,3228,SME,379699.71,16.14,Active,2021-07-23,2025-08-29
702055,5068,Personal,95476.09,21.55,Active,2016-12-08,2021-06-29
702056,6363,Personal,1204219.44,23.69,Active,2022-06-08,2027-01-25
702057,5983,Personal,168954.17,15.27,Closed,2021-03-06,2023-06-18
702058,7822,Personal,335552.35,25.52,Active,2015-05-20,2019-09-20
702059,5147,Personal,630623.85,18.72,Active,2018-08-07,2024-02-12
702060,8535,Mortgage,735445.73,27.03,Active,2020-09-10,2022-12-01
702061,1732,Personal,703168.21,23.51,Active,2021-05-15,2023-05-11
702062,9035,Personal,1235261.59,14.53,Active,2017-03-02,2023-06-14
702063,9989,SME,357763.74,21.43,Active,2019-05-09,2020-12-14
702064,1853,Personal,42841.52,19.78,Closed,2017-07-09,2021-02-23
702065,3883,SME,423842.11,16.18,Active,2022-04-23,2024-03-08
702066,3030,Personal,431416.19,22.32,Active,2016-03-16,2022-10-21
702067,1060,SME,343310.99,20.1,Closed,2022-12-30,2026-05-01
702068,8752,Personal,708584.36,22.54,Closed,2018-09-16,2021-02-12
702069,7051,Personal,241447.56,22.79,Closed,2022-09-05,2027-09-24
702070,2038,Personal,1266199.08,15.67,Closed,2022-04-03,2027-12-20
702071,5412,SME,1120452.09,15.96,Active,2017-04-09,2020-08-31
702072,2802,Mortgage,64011.76,13.1,Active,2022-04-14,2027-01-21
702073,2181,Personal,1388172.29,16.67,Active,2016-10-09,2022-01-01
702074,5636,Personal,881944.19,20.84,Active,2022-11-20,2027-01-28
702075,3744,Mortgage,308197.17,21.12,Active,2017-11-10,2022-08-05
702076,3272,Personal,644538.95,13.61,Active,2018-01-12,2023-04-23
702077,7570,Personal,159828.01,24.66,Active,2021-02-14,2025-07-08
702078,6090,SME,244315.18,14.0,Active,2021-05-18,2027-03-22
702079,2740,SME,520823.51,21.88,Active,2022-05-02,2023-07-18
702080,9052,SME,191896.75,17.3,Closed,2016-05-29,2021-12-22
702081,5968,SME,374937.6,25.16,Active,2017-02-07,2019-12-12
702082,9731,Personal,333496.23,25.43,Active,2023-01-14,2028-02-04
702083,3775,Mortgage,211200.07,24.24,Active,2017-09-18,2021-08-18
702084,5928,Personal,203832.42,20.61,Active,2022-10-06,2026-08-31
702085,5874,Personal,152882.22,18.49,Active,2019-10-06,2022-03-07
702086,3626,SME,206975.56,16.93,Active,2018-10-27,2023-10-16
702087,5189,Personal,438430.66,13.52,Active,2021-04-17,2024-01-21
702088,249,Personal,561273.44,22.82,Active,2020-06-20,2026-06-23
702089,8761,Personal,905761.18,21.55,Active,2021-05-02,2028-02-06
702090,1463,SME,361612.58,26.42,Active,2016-06-21,2018-01-04
702091,8445,Personal,401989.66,26.7,Active,2015-06-04,2022-04-01
702092,6872,SME,562285.0,14.88,Closed,2021-03-13,2023-07-14
702093,8879,Personal,866004.05,24.56,Closed,2022-04-17,2024-03-24
702094,604,Mortgage,75885.6,17.42,Active,2015-06-06,2017-05-07
702095,3352,Mortgage,858320.16,15.91,Active,2018-04-20,2024-05-17
702096,6876,Mortgage,754353.65,23.88,Closed,2016-08-27,2022-04-23
702097,10000,SME,1169241.0,27.47,Defaulted,2015-07-31,2016-10-20
702098,9768,SME,534195.16,18.07,Active,2018-10-09,2023-11-08
702099,3788,Mortgage,3732059.91,25.46,Active,2022-08-08,2027-08-01
702100,2661,Personal,318100.97,13.99,Closed,2022-12-10,2026-11-10
702101,9980,Personal,204776.89,22.43,Active,2018-02-08,2024-10-08
702102,6250,SME,2093653.4,21.61,Closed,2015-11-26,2020-04-25
702103,7011,SME,492330.4,13.53,Active,2020-03-26,2024-10-09
702104,3766,Personal,225115.68,26.79,Active,2022-11-24,2028-02-05
702105,6136,Personal,762353.72,18.97,Active,2015-09-05,2018-07-16
702106,1193,Personal,1751468.35,14.29,Closed,2021-10-24,2024-04-10
702107,5427,SME,1412564.67,24.55,Closed,2021-06-23,2022-06-26
702108,4299,Personal,999749.37,24.4,Defaulted,2021-01-19,2024-03-11
702109,8831,Personal,412306.4,15.86,Active,2020-11-12,2024-12-14
702110,72,Personal,373226.33,26.14,Active,2019-04-25,2022-07-27
702111,9014,Personal,2798262.11,26.1,Active,2020-03-21,2021-09-28
702112,2636,Mortgage,1373890.61,15.64,Closed,2018-12-27,2020-01-15
702113,3306,Mortgage,326938.63,15.86,Active,2020-08-11,2022-06-08
702114,2474,Personal,554798.41,13.87,Active,2018-12-12,2021-08-06
702115,5209,Personal,680332.42,21.83,Active,2018-11-06,2024-02-25
702116,5764,SME,319646.72,24.27,Active,2021-09-02,2024-11-18
702117,7187,Personal,614188.13,25.8,Closed,2017-04-06,2019-09-15
702118,2111,Personal,438143.6,21.58,Active,2020-03-09,2021-11-20
702119,1501,Personal,414957.52,17.27,Active,2017-09-07,2018-10-12
702120,8806,SME,937817.59,25.44,Active,2020-04-02,2025-12-31
702121,845,SME,754306.42,23.13,Closed,2020-11-22,2024-05-12
702122,6573,SME,884904.02,21.15,Closed,2019-12-19,2024-09-05
702123,2800,Personal,1808355.5,21.69,Active,2020-01-09,2023-09-04
702124,8309,Personal,578001.07,22.97,Active,2020-03-30,2025-01-17
702125,645,SME,2589012.78,12.45,Active,2017-11-26,2024-04-22
702126,5534,Personal,830484.53,12.21,Defaulted,2020-06-08,2023-11-26
702127,2397,SME,1986773.62,23.13,Active,2021-02-21,2025-03-15
702128,786,Personal,3983305.54,27.58,Active,2019-10-19,2026-03-03
702129,7304,Mortgage,352920.91,21.74,Active,2021-06-25,2027-11-12
702130,2822,SME,996578.87,24.2,Defaulted,2018-12-19,2024-01-17
702131,9151,Personal,695321.51,23.39,Active,2016-08-04,2018-04-30
702132,8668,Mortgage,810348.85,17.31,Active,2016-09-26,2019-01-04
702133,4127,Mortgage,259744.19,19.1,Closed,2017-10-15,2022-11-30
702134,6227,Mortgage,999423.02,12.35,Closed,2017-04-04,2018-06-19
702135,6744,Personal,198384.96,20.34,Active,2020-08-05,2023-07-17
702136,901,Personal,361598.31,21.95,Closed,2020-06-06,2026-12-26
702137,601,Mortgage,788630.13,26.54,Closed,2019-03-22,2020-10-13
702138,1053,Personal,1390470.22,14.25,Closed,2015-02-16,2019-08-05
702139,4157,Personal,904903.28,27.21,Closed,2019-09-30,2024-08-06
702140,4884,Mortgage,2086380.61,25.63,Closed,2022-02-05,2027-01-30
702141,3083,Personal,307406.76,23.06,Active,2021-05-18,2028-03-04
702142,7609,Personal,638653.84,13.08,Closed,2015-08-26,2021-08-27
702143,4209,SME,83093.42,17.34,Active,2020-08-24,2022-02-09
702144,8004,Mortgage,400981.85,26.58,Defaulted,2020-01-14,2021-12-14
702145,7176,SME,339171.89,16.64,Active,2020-10-09,2024-09-15
702146,2760,Personal,264517.51,17.11,Closed,2018-04-16,2020-10-18
702147,3051,SME,586800.59,28.0,Active,2017-08-27,2022-09-03
702148,4996,SME,171073.86,16.48,Active,2015-09-30,2018-08-30
702149,6646,SME,515479.3,26.92,Closed,2020-03-14,2026-08-31
702150,5317,Mortgage,31346.01,14.68,Active,2017-09-23,2024-01-05
702151,1450,SME,253973.08,21.04,Active,2019-09-02,2021-06-19
702152,3319,SME,1050117.01,21.13,Active,2015-02-08,2017-10-24
702153,7648,SME,557645.95,17.9,Active,2019-10-03,2026-01-26
702154,3685,SME,1563857.62,21.39,Active,2020-10-14,2023-02-28
702155,2359,Personal,850748.79,27.94,Closed,2016-01-29,2020-10-24
702156,560,Mortgage,389768.16,23.77,Active,2020-10-11,2021-11-12
702157,473,Personal,61219.4,15.4,Active,2018-02-05,2022-03-07
702158,40,Personal,284034.84,25.42,Closed,2019-07-31,2021-11-24
702159,5024,SME,531887.06,15.33,Active,2017-05-01,2021-02-21
702160,2459,Personal,728867.62,16.37,Active,2015-04-17,2016-08-22
702161,4203,Mortgage,284527.49,15.36,Defaulted,2021-07-01,2026-11-13
702162,1911,SME,153863.86,20.18,Active,2020-06-15,2024-08-11
702163,6266,Mortgage,262753.37,16.82,Closed,2017-06-09,2021-07-05
702164,7008,Personal,190089.48,23.12,Active,2023-03-17,2026-11-20
702165,9079,Personal,682200.57,17.64,Active,2023-02-20,2026-11-24
702166,8129,Personal,183184.92,17.62,Active,2020-01-05,2024-11-04
702167,5186,Personal,721231.75,20.12,Active,2018-07-20,2021-11-22
702168,6576,Personal,672589.22,25.9,Active,2018-01-23,2020-10-11
702169,1351,Mortgage,348440.75,19.96,Closed,2019-03-10,2023-11-14
702170,7026,Mortgage,562044.64,19.34,Active,2016-12-06,2020-05-10
702171,352,SME,719760.9,17.26,Active,2020-12-05,2022-02-17
702172,2483,Personal,1581786.79,22.34,Closed,2015-09-16,2022-06-20
702173,7270,Personal,764088.06,12.92,Active,2023-02-27,2026-10-13
702174,4018,Personal,1306285.86,14.53,Active,2022-06-27,2025-04-30
702175,7489,Personal,195408.57,19.02,Active,2018-04-16,2023-04-05
702176,6289,SME,139836.98,23.83,Active,2022-02-22,2026-06-06
702177,4259,SME,364944.49,20.56,Active,2015-10-28,2021-04-22
702178,2693,Personal,412147.59,16.59,Closed,2022-04-02,2026-06-04
702179,3263,Personal,1335747.89,25.81,Defaulted,2022-04-16,2028-06-04
702180,6965,Personal,594625.66,26.87,Active,2020-03-24,2026-11-05
702181,8300,SME,532506.68,15.21,Closed,2020-02-13,2021-07-23
702182,6607,SME,635041.36,26.55,Closed,2020-01-29,2022-06-06
702183,9305,Personal,103334.43,22.38,Closed,2022-09-14,2024-01-28
702184,6031,SME,224399.93,27.2,Closed,2017-03-15,2019-02-14
702185,1499,Mortgage,59463.46,17.32,Active,2016-12-02,2023-07-31
702186,3427,SME,240293.62,23.67,Active,2023-02-01,2029-02-27
702187,7210,Personal,169995.59,16.18,Closed,2021-05-07,2026-02-24
702188,1354,Personal,311289.26,23.56,Active,2022-07-15,2025-01-16
702189,5419,SME,253435.3,25.4,Closed,2022-10-22,2025-08-02
702190,8154,SME,525845.79,26.5,Active,2021-07-29,2025-02-03
702191,1014,Personal,371124.05,20.45,Active,2022-06-14,2025-03-22
702192,8370,SME,477677.12,23.85,Defaulted,2018-08-19,2023-07-22
702193,8617,SME,1168643.32,18.27,Active,2019-06-17,2022-10-03
702194,3369,Personal,919059.67,24.0,Active,2015-09-06,2018-02-12
702195,200,Personal,207345.07,15.58,Closed,2016-02-12,2021-04-13
702196,4730,Personal,222789.08,15.4,Closed,2016-12-08,2022-05-27
702197,7360,Personal,144668.67,18.46,Active,2022-07-06,2026-12-08
702198,9525,SME,713012.73,20.92,Closed,2020-02-11,2023-09-17
702199,1986,Mortgage,118354.84,17.51,Closed,2019-03-11,2020-09-21
702200,940,SME,500038.94,15.54,Active,2023-02-06,2026-10-26
702201,242,Personal,219545.62,24.95,Active,2015-05-08,2019-02-08
702202,229,Personal,364237.57,18.74,Active,2018-02-27,2023-02-23
702203,3376,Mortgage,937734.51,12.19,Active,2021-02-17,2027-12-03
702204,3919,Mortgage,377256.05,21.34,Defaulted,2016-10-19,2019-11-25
702205,3181,SME,692467.34,19.8,Active,2016-03-28,2018-05-06
702206,6462,Personal,804562.35,24.09,Active,2019-01-21,2025-06-04
702207,7879,Personal,370154.88,13.84,Closed,2019-09-27,2026-01-31
702208,795,Mortgage,370585.22,26.2,Closed,2016-03-06,2021-03-25
702209,2596,Personal,290496.52,26.69,Defaulted,2020-02-20,2023-11-12
702210,1801,Personal,797633.07,16.81,Active,2015-05-15,2020-11-03
702211,6241,Personal,40893.15,19.73,Closed,2017-06-10,2020-09-20
702212,8621,Personal,1169281.52,13.39,Active,2017-09-06,2024-04-14
702213,1783,Personal,203733.09,14.69,Active,2019-09-23,2025-10-28
702214,9323,SME,277244.75,27.59,Active,2022-07-30,2026-12-01
702215,6962,Personal,1043836.21,15.38,Defaulted,2021-02-12,2024-11-06
702216,1307,Personal,5920848.7,24.95,Closed,2021-05-29,2027-04-27
702217,4419,Personal,692658.89,15.55,Defaulted,2021-09-03,2023-03-26
702218,6220,SME,8849780.56,12.38,Defaulted,2019-11-19,2024-07-13
702219,6995,SME,207486.03,14.52,Closed,2020-07-21,2022-10-24
702220,7632,SME,644156.04,22.54,Active,2022-08-30,2028-10-24
702221,2618,SME,429146.02,24.18,Active,2015-10-16,2017-07-25
702222,8248,SME,510723.64,19.63,Defaulted,2023-02-17,2026-05-20
702223,2291,Mortgage,298342.38,16.07,Active,2020-11-06,2025-08-17
702224,7908,SME,6883220.03,24.58,Active,2015-08-18,2019-08-25
702225,2163,Personal,2057697.03,22.88,Closed,2019-05-16,2025-05-28
702226,3616,Personal,395190.7,18.22,Active,2016-05-23,2021-08-24
702227,9418,Mortgage,794469.8,22.02,Active,2015-10-07,2022-04-03
702228,3254,SME,231989.6,12.81,Active,2018-04-23,2020-04-20
702229,4356,Personal,453610.29,15.63,Active,2022-06-26,2023-08-05
702230,1860,SME,798785.73,16.23,Defaulted,2021-07-16,2027-01-16
702231,8391,SME,465893.46,24.15,Active,2016-07-31,2019-09-07
702232,4996,SME,150999.44,16.51,Active,2020-04-26,2024-04-03
702233,6274,Personal,2149542.45,13.99,Active,2019-02-19,2025-01-30
702234,5229,Mortgage,629788.2,25.72,Active,2015-02-10,2017-02-09
702235,2148,Mortgage,183917.84,16.35,Active,2016-01-05,2022-04-13
702236,1813,SME,532260.24,24.06,Active,2016-03-21,2020-10-18
702237,6176,Personal,283523.85,26.24,Active,2015-03-30,2018-06-09
702238,7242,Personal,1297882.08,23.83,Defaulted,2022-05-22,2027-04-14
702239,2075,Personal,491899.75,12.81,Defaulted,2022-08-23,2026-02-14
702240,8989,SME,455117.12,16.06,Active,2020-05-04,2022-11-06
702241,4855,SME,166900.58,15.38,Active,2023-01-19,2025-06-25
702242,527,SME,315543.24,26.13,Active,2017-12-27,2023-05-08
702243,294,Personal,488371.15,24.11,Closed,2022-09-03,2027-11-11
702244,1410,Personal,283877.42,12.1,Active,2018-02-14,2022-11-16
702245,5310,Personal,116992.45,23.13,Active,2017-05-19,2018-08-13
702246,9385,Mortgage,1191600.66,22.8,Active,2019-06-12,2025-06-25
702247,5063,Mortgage,245037.22,15.05,Active,2018-10-07,2020-07-04
702248,7123,Mortgage,308236.73,23.24,Active,2018-12-28,2022-03-21
702249,7768,SME,326217.2,19.65,Active,2017-11-26,2020-04-20
702250,3054,Personal,284515.07,16.18,Closed,2020-07-30,2026-03-20
702251,2854,Personal,96702.18,26.34,Active,2018-04-26,2024-09-05
702252,5460,Personal,1098092.11,21.67,Closed,2022-07-27,2027-10-09
702253,1001,Personal,504445.64,15.46,Closed,2015-03-31,2019-09-17
702254,7399,Mortgage,104352.56,26.0,Active,2020-02-13,2025-09-18
702255,9300,SME,742823.56,13.54,Active,2017-05-05,2021-10-04
702256,7563,SME,555155.74,19.66,Closed,2020-07-14,2027-04-22
702257,9363,Personal,194107.58,12.1,Active,2022-04-06,2026-12-03
702258,3019,Personal,283902.2,27.41,Active,2021-08-22,2023-05-08
702259,1188,Personal,148279.99,25.49,Active,2016-03-04,2019-08-29
702260,6521,Personal,149902.09,18.35,Active,2020-08-18,2025-01-06
702261,6640,Personal,1415613.21,12.43,Closed,2015-10-05,2016-10-08
702262,2641,Personal,36028.37,15.36,Active,2019-01-19,2022-09-07
702263,1683,SME,370582.39,18.17,Active,2015-04-17,2018-10-25
702264,2371,SME,151678.88,27.92,Active,2019-01-05,2021-01-31
702265,7883,Personal,293572.92,19.78,Active,2020-12-01,2026-03-16
702266,3431,Mortgage,530799.02,15.0,Closed,2016-02-13,2021-03-27
702267,4509,SME,181519.42,21.91,Closed,2021-05-30,2027-07-15
702268,214,Personal,120559.74,26.97,Active,2022-01-24,2028-04-13
702269,4912,Personal,995372.7,14.97,Closed,2017-04-29,2022-10-17
702270,794,Personal,166022.77,21.03,Closed,2017-04-16,2021-05-19
702271,9982,Personal,383553.54,15.89,Active,2016-06-19,2020-09-01
702272,7252,SME,168722.36,19.37,Active,2016-01-14,2019-09-14
702273,862,Mortgage,805779.35,18.31,Defaulted,2022-04-03,2026-08-23
702274,2070,Mortgage,395900.19,26.71,Active,2019-02-13,2020-09-15
702275,7769,Personal,359132.66,18.88,Active,2016-04-28,2021-06-30
702276,5917,Mortgage,215799.24,21.62,Active,2016-03-19,2022-04-14
702277,7751,Personal,1763259.61,17.81,Active,2018-10-22,2020-04-15
702278,9909,Mortgage,236800.35,22.72,Closed,2017-06-21,2020-01-29
702279,9365,SME,177425.36,25.91,Active,2016-08-29,2019-07-01
702280,4382,SME,1071724.53,15.56,Active,2022-08-23,2026-11-08
702281,3586,SME,1692049.05,17.75,Closed,2019-05-31,2021-03-17
702282,8260,Mortgage,1152786.63,22.53,Closed,2018-10-02,2025-04-08
702283,5290,Personal,675912.9,18.29,Active,2022-06-30,2028-02-22
702284,7521,Personal,1205243.44,25.32,Active,2022-09-18,2027-08-13
702285,2527,Personal,62186.06,27.59,Active,2020-02-08,2026-01-19
702286,7152,SME,307745.18,15.05,Active,2021-09-15,2024-01-25
702287,9024,Mortgage,1091504.94,16.05,Active,2023-02-27,2025-08-30
702288,9305,Personal,1090822.19,20.15,Closed,2021-08-17,2025-12-10
702289,6389,Personal,261962.51,21.72,Closed,2015-02-09,2017-03-28
702290,9834,Personal,424257.79,21.65,Defaulted,2016-05-07,2018-04-22
702291,379,Mortgage,1102475.54,13.16,Active,2016-08-25,2021-03-15
702292,1984,Personal,1396601.51,22.41,Closed,2022-02-04,2024-10-27
702293,8967,Personal,2790449.93,14.47,Active,2021-11-17,2026-07-15
702294,1532,SME,420812.93,12.66,Closed,2019-09-19,2024-06-13
702295,4706,Mortgage,624765.98,18.93,Active,2021-06-17,2023-09-03
702296,392,Personal,158030.46,13.25,Defaulted,2021-07-13,2023-09-28
702297,5530,Personal,750685.98,23.09,Closed,2015-08-11,2019-03-30
702298,2807,Personal,67534.95,14.72,Active,2015-06-14,2019-04-13
702299,5559,SME,549453.97,18.74,Active,2022-10-20,2024-11-08
702300,5218,Personal,176925.23,20.72,Defaulted,2020-05-10,2025-05-07
702301,878,Mortgage,486787.84,16.26,Active,2022-09-15,2024-12-19
702302,3475,SME,1667098.96,17.97,Active,2015-01-10,2018-10-05
702303,2326,SME,364058.57,16.6,Closed,2018-03-29,2019-10-20
702304,3375,Personal,242721.42,13.26,Closed,2018-05-18,2020-05-29
702305,7869,SME,68150.77,20.56,Active,2021-02-10,2027-10-08
702306,8026,Personal,971732.16,26.03,Active,2019-08-26,2021-08-09
702307,1123,Personal,382118.46,20.44,Active,2015-06-05,2019-04-17
702308,338,SME,394067.51,26.09,Active,2015-11-20,2019-03-12
702309,4827,Personal,663861.81,17.94,Active,2017-06-12,2021-01-09
702310,7186,SME,887576.97,24.55,Active,2023-02-10,2027-01-21
702311,6009,Personal,1053587.13,12.98,Active,2016-07-15,2019-01-06
702312,384,Mortgage,305765.89,16.46,Active,2015-12-23,2020-04-01
702313,8877,SME,702002.08,22.98,Active,2017-05-31,2022-01-02
702314,3405,Mortgage,335321.31,23.38,Active,2022-10-02,2028-05-23
702315,4499,Personal,1871413.72,21.62,Active,2019-11-07,2021-08-30
702316,5486,SME,684499.47,22.12,Closed,2022-11-13,2028-02-24
702317,116,Mortgage,925810.89,23.34,Active,2020-10-12,2024-02-27
702318,9013,Personal,125483.06,18.45,Defaulted,2021-07-01,2028-01-24
702319,474,Personal,443047.12,22.02,Closed,2017-10-18,2022-02-04
702320,6642,Personal,63771.33,22.58,Active,2019-01-07,2022-05-04
702321,3613,Personal,1118641.84,15.83,Active,2021-07-19,2025-02-16
702322,7068,SME,116702.37,15.35,Defaulted,2020-02-27,2026-04-07
702323,9589,Personal,259653.79,21.95,Active,2015-09-07,2020-02-11
702324,6926,Personal,410254.71,18.95,Closed,2020-07-13,2021-07-30
702325,5107,Personal,672877.02,26.24,Defaulted,2019-03-09,2022-05-31
702326,9186,SME,67604.3,17.69,Active,2022-12-29,2028-01-04
702327,1249,Personal,340044.73,16.97,Active,2015-05-10,2018-11-01
702328,9946,SME,643008.89,16.04,Active,2020-07-22,2022-02-07
702329,4051,Personal,2530728.34,20.02,Closed,2022-12-11,2028-11-12
