card_id,account_id,card_type,card_status,issued_date
905859,108046,Debit,Active,2019-11-13
905860,114648,Debit,Active,2015-02-22
905861,114972,Debit,Active,2017-07-12
905862,107818,Debit,Active,2015-12-25
905863,105557,Credit,Active,2017-12-17
905864,106388,Debit,Active,2019-02-10
905865,100001,Debit,Active,2022-12-16
905866,103307,Debit,Active,2022-10-04
905867,104313,Debit,Active,2020-01-22
905868,114596,Debit,Active,2017-11-08
905869,111437,Debit,Active,2019-08-12
905870,109985,Debit,Active,2021-02-04
905871,113745,Debit,Blocked,2018-12-09
905872,102900,Debit,Blocked,2020-09-19
905873,103322,Debit,Active,2015-07-06
905874,107046,Debit,Active,2019-06-22
905875,108934,Credit,Active,2018-09-27
905876,112960,Debit,Active,2016-02-14
905877,113452,Debit,Active,2021-12-11
905878,109979,Debit,Active,2017-12-20
905879,106789,Debit,Blocked,2021-11-08
905880,112782,Debit,Active,2022-08-26
905881,110401,Debit,Active,2016-08-16
905882,111241,Debit,Blocked,2018-02-07
905883,111873,Debit,Active,2016-12-08
905884,108512,Debit,Active,2017-10-20
905885,107980,Debit,Active,2021-07-26
905886,111738,Debit,Active,2020-04-13
905887,101451,Debit,Active,2019-07-23
905888,114830,Debit,Active,2017-05-04
905889,103532,Debit,Active,2016-08-25
905890,107238,Debit,Active,2015-09-18
905891,102774,Debit,Active,2016-09-27
905892,108058,Debit,Active,2019-09-17
905893,104662,Debit,Active,2016-03-31
905894,104378,Debit,Active,2016-08-21
905895,108681,Debit,Active,2017-05-17
905896,107160,Debit,Active,2015-02-11
905897,101374,Debit,Active,2022-12-19
905898,100733,Debit,Active,2017-04-03
905899,105341,Debit,Active,2017-04-16
905900,109081,Credit,Active,2016-03-11
905901,114037,Debit,Active,2015-07-21
905902,113502,Debit,Active,2016-07-29
905903,114610,Debit,Active,2018-10-24
905904,113301,Debit,Blocked,2016-01-21
905905,105106,Debit,Active,2021-10-24
905906,105460,Debit,Active,2020-12-03
905907,102711,Debit,Active,2019-09-03
905908,100091,Debit,Blocked,2017-08-12
905909,104398,Debit,Active,2022-08-09
905910,114495,Debit,Active,2015-05-24
905911,106735,Debit,Active,2021-06-27
905912,100691,Credit,Active,2015-11-27
905913,109058,Credit,Active,2015-12-12
905914,100951,Debit,Active,2021-12-04
905915,112074,Debit,Active,2022-03-19
905916,105021,Debit,Active,2019-05-05
905917,113312,Debit,Active,2021-11-17
905918,101385,Debit,Active,2018-06-23
905919,100009,Credit,Active,2022-06-28
905920,100792,Debit,Active,2016-04-06
905921,100263,Debit,Active,2018-10-29
905922,112900,Debit,Active,2023-01-01
905923,102740,Debit,Active,2015-07-09
905924,100348,Debit,Active,2017-04-24
905925,105671,Debit,Active,2018-01-25
905926,113647,Debit,Active,2016-03-29
905927,113600,Debit,Active,2016-05-06
905928,105538,Credit,Active,2022-10-10
905929,105495,Debit,Active,2018-02-04
905930,113736,Debit,Active,2016-01-07
905931,106804,Debit,Active,2018-06-03
905932,100788,Debit,Active,2015-04-30
905933,102285,Debit,Active,2020-06-01
905934,102845,Debit,Active,2020-01-31
905935,111895,Credit,Active,2018-12-09
905936,101985,Debit,Active,2022-07-18
905937,108972,Debit,Active,2018-07-15
905938,108892,Credit,Active,2022-07-15
905939,110940,Debit,Blocked,2015-12-15
905940,112290,Debit,Active,2018-05-19
905941,110616,Debit,Blocked,2017-04-02
905942,107724,Debit,Active,2021-09-30
905943,107410,Credit,Active,2019-02-20
905944,112364,Debit,Active,2020-01-02
905945,113395,Credit,Blocked,2018-07-08
905946,114333,Credit,Active,2017-06-26
905947,108351,Debit,Active,2016-04-02
905948,104432,Debit,Active,2022-09-21
905949,100661,Debit,Active,2020-04-27
905950,103735,Debit,Active,2016-05-29
905951,110708,Debit,Active,2016-10-15
905952,114408,Debit,Active,2017-06-24
905953,109478,Debit,Active,2015-04-09
905954,112329,Debit,Active,2023-01-22
905955,114259,Debit,Active,2015-10-05
905956,103041,Credit,Active,2018-03-20
905957,107765,Credit,Active,2018-07-21
905958,103065,Debit,Active,2020-08-30
905959,109663,Debit,Active,2021-05-05
905960,102798,Debit,Blocked,2019-05-15
905961,112756,Debit,Active,2022-04-25
905962,108502,Debit,Active,2018-09-28
905963,105374,Debit,Active,2016-06-18
905964,102106,Debit,Active,2018-08-27
905965,114001,Debit,Active,2017-04-24
905966,102958,Debit,Active,2017-02-07
905967,100097,Debit,Active,2018-07-20
905968,100160,Debit,Active,2018-01-26
905969,111264,Debit,Active,2017-02-27
905970,102350,Debit,Active,2022-11-20
905971,106185,Debit,Active,2015-03-17
905972,112794,Credit,Active,2019-01-20
905973,108292,Debit,Blocked,2018-05-11
905974,109135,Debit,Active,2021-07-12
905975,114626,Debit,Active,2019-03-03
905976,112316,Debit,Active,2015-12-28
905977,114279,Debit,Active,2016-11-11
905978,100644,Debit,Active,2018-06-05
905979,104117,Debit,Active,2016-01-10
905980,109231,Debit,Active,2018-04-28
905981,112599,Debit,Active,2019-11-29
905982,112690,Debit,Active,2017-11-25
905983,108589,Debit,Active,2021-11-13
905984,102124,Debit,Active,2022-11-30
905985,108501,Debit,Blocked,2019-10-17
905986,104774,Debit,Active,2016-10-26
905987,105955,Credit,Active,2015-05-21
905988,100301,Debit,Active,2016-09-13
905989,112709,Debit,Active,2022-03-09
905990,112279,Debit,Active,2022-04-29
905991,112478,Debit,Active,2015-01-02
905992,106483,Debit,Active,2019-06-01
905993,100132,Credit,Active,2021-09-09
905994,102794,Debit,Active,2017-08-24
905995,110792,Debit,Active,2017-01-27
905996,104233,Debit,Active,2021-06-01
905997,109331,Debit,Active,2017-10-19
905998,113938,Debit,Active,2016-03-03
905999,102060,Credit,Active,2015-08-26
906000,101551,Debit,Active,2019-09-04
906001,110447,Debit,Active,2019-12-22
906002,104213,Debit,Active,2021-03-13
906003,111833,Debit,Active,2023-03-19
906004,110821,Debit,Active,2018-02-03
906005,108015,Debit,Active,2015-11-14
906006,107018,Debit,Active,2022-10-17
906007,107750,Debit,Active,2022-07-02
906008,105841,Debit,Active,2016-06-03
906009,103280,Debit,Active,2015-04-29
906010,111078,Debit,Active,2019-07-05
906011,109710,Debit,Active,2023-01-20
906012,100229,Debit,Active,2019-12-25
906013,104107,Debit,Active,2015-07-19
906014,108777,Debit,Active,2016-11-25
906015,105215,Debit,Active,2019-06-01
906016,109457,Debit,Active,2019-04-15
906017,112132,Debit,Blocked,2020-07-24
906018,103101,Debit,Active,2019-11-14
906019,105785,Debit,Active,2015-09-14
906020,101837,Credit,Active,2015-05-22
906021,100232,Debit,Blocked,2021-07-16
906022,102813,Debit,Active,2019-09-12
906023,105094,Debit,Active,2017-05-30
906024,112681,Debit,Active,2015-08-25
906025,102582,Debit,Blocked,2023-02-17
906026,108432,Debit,Active,2016-09-18
906027,109132,Debit,Active,2021-03-06
906028,114607,Credit,Active,2020-07-24
906029,111906,Credit,Active,2018-07-14
906030,113761,Debit,Active,2018-08-07
906031,100792,Debit,Active,2016-07-11
906032,105695,Debit,Active,2019-10-24
906033,110486,Debit,Active,2020-07-28
906034,110247,Debit,Active,2015-08-17
906035,114490,Credit,Active,2018-02-13
906036,114211,Credit,Active,2017-12-24
906037,103371,Debit,Active,2017-04-26
906038,106114,Debit,Active,2017-10-29
906039,111952,Debit,Active,2022-02-01
906040,112713,Debit,Active,2021-09-03
906041,112810,Debit,Active,2019-06-16
906042,111585,Debit,Active,2020-08-25
906043,103863,Debit,Blocked,2021-04-04
906044,107827,Debit,Active,2015-02-03
906045,110178,Debit,Active,2016-12-18
906046,100530,Debit,Active,2020-03-29
906047,113222,Debit,Active,2016-06-12
906048,102739,Debit,Active,2021-10-31
906049,114791,Debit,Active,2020-09-16
906050,104691,Debit,Active,2017-10-29
906051,101334,Debit,Active,2022-02-11
906052,110695,Debit,Active,2019-03-18
906053,102764,Debit,Active,2017-04-07
906054,104797,Debit,Active,2020-05-19
906055,111133,Debit,Active,2018-02-27
906056,112180,Debit,Active,2016-07-26
906057,114606,Debit,Active,2016-09-06
906058,107571,Debit,Active,2019-04-01
906059,108834,Debit,Active,2018-06-30
906060,113478,Debit,Active,2016-03-08
906061,101075,Debit,Active,2020-02-13
906062,103756,Debit,Active,2018-07-09
906063,109717,Debit,Blocked,2020-08-25
906064,106145,Debit,Active,2021-10-26
906065,101211,Credit,Active,2019-01-16
906066,110206,Debit,Active,2018-12-23
906067,103922,Debit,Blocked,2018-08-17
906068,103136,Credit,Active,2015-08-31
906069,102581,Debit,Active,2017-05-10
906070,101841,Debit,Active,2021-12-11
906071,109195,Debit,Active,2020-07-15
906072,102263,Debit,Active,2015-11-23
906073,104820,Debit,Active,2020-12-30
906074,113191,Debit,Active,2023-01-21
906075,109511,Credit,Active,2019-12-30
906076,114624,Credit,Active,2016-07-30
906077,101631,Debit,Active,2015-01-07
906078,103866,Debit,Active,2015-05-06
906079,113335,Debit,Active,2022-11-19
906080,109130,Debit,Blocked,2016-08-24
906081,102040,Debit,Active,2020-10-04
906082,110857,Credit,Active,2017-11-27
906083,100957,Debit,Active,2018-02-18
906084,109262,Debit,Active,2018-12-05
906085,114630,Debit,Active,2020-02-12
906086,102555,Debit,Active,2019-10-17
906087,109580,Debit,Active,2020-10-29
906088,103153,Debit,Active,2020-04-10
906089,104172,Debit,Active,2016-01-17
906090,108055,Debit,Active,2016-03-16
906091,107255,Credit,Active,2018-12-25
906092,111330,Debit,Active,2022-08-11
906093,111528,Debit,Blocked,2019-01-20
906094,103452,Debit,Blocked,2015-03-10
906095,101371,Debit,Active,2019-05-28
906096,114592,Debit,Active,2022-06-21
906097,112398,Debit,Active,2020-06-05
906098,113839,Debit,Active,2022-07-28
906099,102737,Credit,Active,2021-05-09
906100,106654,Debit,Active,2018-05-08
906101,103343,Debit,Active,2020-09-04
906102,108735,Debit,Active,2021-03-17
906103,108231,Debit,Active,2021-10-10
906104,109912,Debit,Active,2018-12-23
906105,111218,Debit,Active,2022-04-16
906106,106071,Debit,Active,2016-05-29
906107,106061,Debit,Active,2020-12-03
906108,109322,Debit,Active,2015-05-21
906109,109484,Debit,Active,2019-12-05
906110,103025,Debit,Active,2021-06-10
906111,111705,Debit,Active,2017-08-08
906112,114654,Debit,Active,2019-12-18
906113,103621,Debit,Active,2016-04-16
906114,101924,Credit,Active,2016-10-30
906115,107226,Credit,Active,2016-07-15
906116,110586,Debit,Active,2015-10-09
906117,109970,Debit,Active,2015-07-15
906118,100316,Credit,Active,2019-10-08
906119,100703,Debit,Active,2022-06-14
906120,111182,Debit,Blocked,2018-12-16
906121,113003,Debit,Active,2021-04-07
906122,101901,Debit,Active,2017-03-12
906123,108423,Credit,Blocked,2023-02-09
906124,100649,Debit,Active,2021-01-11
906125,111005,Debit,Active,2015-11-03
906126,108711,Debit,Active,2018-11-24
906127,113923,Credit,Active,2021-05-16
906128,112979,Debit,Active,2017-09-13
906129,105727,Credit,Active,2019-03-24
906130,104988,Debit,Active,2018-07-12
906131,114980,Debit,Active,2022-06-17
906132,110198,Debit,Active,2019-11-30
906133,100105,Debit,Active,2017-08-23
906134,111718,Debit,Active,2017-11-27
906135,114763,Debit,Active,2017-04-23
906136,103976,Debit,Active,2019-06-20
906137,105166,Debit,Active,2020-08-28
906138,107003,Debit,Active,2019-10-14
906139,111988,Credit,Active,2019-09-30
906140,109494,Credit,Active,2020-06-28
906141,105424,Debit,Active,2015-10-08
906142,105445,Credit,Active,2019-06-23
906143,102409,Debit,Active,2018-09-09
906144,113899,Credit,Active,2021-08-31
906145,110684,Debit,Active,2020-01-16
906146,107377,Debit,Active,2017-11-11
906147,104629,Debit,Active,2015-12-21
906148,112916,Debit,Active,2021-03-28
906149,103366,Debit,Active,2020-02-06
906150,108892,Debit,Blocked,2015-03-14
906151,108641,Debit,Active,2015-10-19
906152,110712,Credit,Active,2015-08-13
906153,102955,Debit,Active,2017-04-24
906154,109760,Debit,Active,2022-10-31
906155,101655,Debit,Active,2022-05-03
906156,112855,Credit,Active,2018-02-19
906157,108056,Debit,Active,2021-10-10
906158,107537,Debit,Active,2023-03-14
906159,105043,Debit,Active,2022-04-07
906160,100630,Debit,Active,2018-08-17
906161,101892,Debit,Blocked,2016-08-02
906162,108831,Debit,Active,2019-02-09
906163,108204,Debit,Active,2022-06-01
906164,101133,Debit,Active,2016-06-14
906165,113890,Credit,Active,2022-08-11
906166,105944,Credit,Active,2019-01-04
906167,101616,Credit,Active,2015-06-17
906168,104831,Debit,Active,2019-11-06
906169,102483,Debit,Active,2020-05-16
906170,110729,Debit,Active,2016-09-09
906171,100519,Debit,Active,2015-07-13
906172,107703,Debit,Active,2022-08-04
906173,103086,Debit,Blocked,2019-11-28
906174,107690,Credit,Active,2016-04-07
906175,104977,Debit,Active,2019-01-13
906176,106315,Credit,Active,2021-11-29
906177,110861,Debit,Active,2017-06-30
906178,104577,Debit,Active,2017-08-06
906179,111546,Debit,Active,2018-01-04
906180,101150,Debit,Active,2022-06-26
906181,105584,Credit,Active,2019-07-27
906182,111773,Debit,Active,2022-10-31
906183,101476,Debit,Active,2017-01-26
906184,101842,Debit,Active,2020-01-08
906185,101049,Debit,Active,2015-01-03
906186,112780,Debit,Active,2020-10-19
906187,109363,Debit,Active,2016-01-13
906188,104447,Debit,Active,2021-05-06
906189,112368,Debit,Active,2018-03-30
906190,102773,Debit,Active,2018-09-19
906191,103601,Credit,Active,2021-03-11
906192,111296,Debit,Active,2019-02-21
906193,104863,Debit,Active,2016-09-01
906194,108092,Debit,Active,2022-05-23
906195,106161,Debit,Active,2020-10-27
906196,113944,Debit,Active,2017-11-25
906197,112898,Debit,Active,2017-05-31
906198,112728,Debit,Active,2016-05-01
906199,112350,Debit,Active,2018-11-06
906200,101168,Debit,Active,2019-09-02
906201,106690,Debit,Active,2019-01-19
906202,104917,Debit,Active,2015-11-04
906203,102619,Debit,Active,2018-04-03
906204,109857,Debit,Active,2021-11-18
906205,104702,Debit,Active,2016-07-14
906206,106235,Debit,Active,2015-06-11
906207,103841,Debit,Active,2015-02-28
906208,111747,Debit,Active,2015-04-24
906209,114991,Debit,Active,2016-02-18
906210,101396,Debit,Active,2015-09-23
906211,114655,Debit,Active,2018-01-03
906212,104722,Debit,Active,2018-06-02
906213,108397,Debit,Active,2022-05-21
906214,109929,Debit,Active,2017-06-06
906215,106864,Debit,Active,2022-07-17
906216,106307,Debit,Active,2020-08-12
906217,113602,Debit,Active,2020-06-28
906218,108276,Debit,Active,2019-11-30
906219,104857,Debit,Blocked,2018-02-22
906220,104122,Debit,Blocked,2017-02-18
906221,113224,Debit,Active,2019-05-19
906222,105321,Debit,Active,2019-07-05
906223,113379,Debit,Active,2021-04-04
906224,101253,Credit,Active,2019-01-05
906225,104536,Debit,Active,2015-11-13
906226,100743,Debit,Active,2021-06-16
906227,111282,Debit,Blocked,2017-08-06
906228,105668,Debit,Active,2020-06-27
906229,104654,Debit,Active,2018-05-24
906230,102739,Debit,Active,2016-03-10
906231,111048,Debit,Active,2018-12-29
906232,101881,Debit,Active,2020-02-18
906233,109041,Debit,Active,2021-07-13
906234,106691,Debit,Active,2019-01-02
906235,103516,Debit,Active,2020-07-24
906236,113991,Debit,Active,2022-12-20
906237,104805,Debit,Active,2020-03-04
906238,106200,Debit,Blocked,2020-01-23
906239,103768,Debit,Active,2022-05-09
906240,110764,Debit,Active,2015-11-26
906241,112392,Debit,Active,2019-12-09
906242,101313,Debit,Blocked,2015-05-08
906243,109019,Credit,Active,2016-10-16
906244,112277,Debit,Active,2019-09-14
906245,102083,Debit,Active,2019-05-22
906246,110638,Credit,Active,2020-03-08
906247,112614,Credit,Active,2016-12-20
906248,103877,Debit,Blocked,2022-01-23
906249,103241,Debit,Active,2021-08-05
906250,100187,Debit,Active,2020-07-11
906251,111010,Debit,Active,2020-07-28
906252,107757,Debit,Active,2021-01-21
906253,101816,Debit,Active,2018-08-02
906254,107143,Credit,Active,2019-08-30
906255,104019,Debit,Active,2015-05-14
906256,107461,Debit,Active,2021-07-07
906257,108967,Debit,Active,2017-05-31
906258,112696,Debit,Active,2018-09-16
906259,103730,Debit,Active,2018-11-07
906260,110879,Debit,Active,2019-01-25
906261,106667,Debit,Active,2023-03-19
906262,113542,Debit,Active,2020-03-21
906263,113121,Debit,Active,2018-11-07
906264,112916,Debit,Active,2016-07-04
906265,106158,Credit,Active,2020-04-03
906266,105617,Credit,Active,2015-09-01
906267,107182,Debit,Active,2019-02-05
906268,102576,Debit,Active,2021-06-14
906269,106567,Debit,Blocked,2020-02-26
906270,110475,Debit,Active,2021-04-30
906271,102305,Debit,Active,2016-12-01
906272,105857,Debit,Active,2019-08-18
906273,108223,Debit,Active,2021-06-30
906274,114582,Debit,Active,2017-10-18
906275,107277,Debit,Active,2023-01-04
906276,111540,Debit,Active,2017-07-14
906277,104288,Debit,Blocked,2016-09-14
906278,111415,Credit,Blocked,2015-03-26
906279,113759,Credit,Blocked,2019-08-14
906280,112275,Debit,Blocked,2021-10-25
906281,107690,Debit,Active,2022-04-24
906282,102636,Debit,Active,2018-06-21
906283,107096,Debit,Active,2017-04-22
906284,112239,Debit,Blocked,2018-05-22
906285,103749,Debit,Active,2016-07-18
906286,103668,Debit,Blocked,2016-07-31
906287,102827,Debit,Active,2020-06-07
906288,113014,Debit,Active,2017-05-22
906289,100128,Debit,Active,2017-05-21
906290,111228,Debit,Active,2020-06-18
906291,104300,Debit,Active,2020-02-02
906292,101893,Credit,Active,2022-06-29
906293,108159,Credit,Active,2018-08-12
906294,107375,Credit,Active,2017-10-20
906295,105193,Debit,Active,2021-11-02
906296,101620,Debit,Active,2016-01-01
906297,114200,Debit,Active,2020-06-20
906298,106931,Credit,Active,2023-03-19
906299,112925,Debit,Active,2019-01-22
906300,102406,Credit,Active,2020-05-02
906301,107519,Debit,Active,2016-03-07
906302,103807,Debit,Active,2018-01-02
906303,111351,Debit,Active,2016-04-28
906304,102740,Debit,Active,2018-04-02
906305,113882,Debit,Active,2016-02-01
906306,103234,Debit,Blocked,2020-12-15
906307,100621,Debit,Active,2017-05-27
906308,102354,Debit,Active,2021-08-13
906309,105847,Debit,Active,2016-11-02
906310,103748,Debit,Active,2017-09-25
906311,113641,Debit,Active,2022-12-10
906312,101158,Debit,Active,2018-05-30
906313,104880,Debit,Active,2017-12-27
906314,103599,Debit,Active,2020-11-11
906315,111544,Debit,Active,2015-05-06
906316,111297,Debit,Active,2019-08-27
906317,112654,Credit,Active,2021-01-28
906318,111716,Debit,Active,2017-09-10
906319,111556,Debit,Active,2015-03-26
906320,113765,Debit,Active,2017-02-24
906321,104350,Debit,Active,2017-10-14
906322,114184,Credit,Active,2020-05-12
906323,110234,Debit,Active,2017-10-12
906324,101610,Debit,Active,2016-10-10
906325,100727,Debit,Active,2018-11-07
906326,114450,Debit,Blocked,2017-03-30
906327,103371,Debit,Active,2018-11-09
906328,111070,Debit,Active,2022-11-13
906329,101176,Debit,Active,2016-04-15
906330,102206,Debit,Active,2016-12-12
906331,106122,Debit,Active,2021-11-03
906332,102233,Debit,Active,2018-06-06
906333,109130,Debit,Active,2020-04-28
906334,101678,Debit,Active,2016-06-25
906335,113356,Credit,Blocked,2018-06-01
906336,103400,Debit,Active,2017-01-12
906337,114379,Debit,Active,2019-08-28
906338,114822,Debit,Active,2022-09-17
906339,110629,Debit,Active,2017-05-21
906340,113768,Debit,Active,2017-06-14
906341,110826,Debit,Active,2018-12-28
906342,105212,Debit,Active,2018-07-17
906343,105763,Debit,Active,2018-12-27
906344,109929,Debit,Active,2019-12-13
906345,109384,Debit,Active,2017-06-25
906346,100360,Debit,Active,2020-02-25
906347,108663,Debit,Active,2022-09-18
906348,100625,Debit,Active,2023-02-21
906349,100086,Debit,Blocked,2015-05-20
906350,112716,Debit,Active,2021-05-13
906351,112542,Credit,Active,2021-08-17
906352,113661,Debit,Active,2016-01-16
906353,109724,Debit,Active,2015-10-25
906354,110497,Debit,Blocked,2019-09-07
906355,114606,Credit,Active,2022-12-15
906356,101558,Debit,Active,2017-01-11
906357,105894,Debit,Active,2016-11-27
906358,105903,Debit,Active,2015-11-22
906359,107034,Debit,Blocked,2022-04-28
906360,113778,Debit,Active,2020-04-14
906361,102953,Debit,Active,2016-12-12
906362,108853,Debit,Active,2016-04-20
906363,112628,Credit,Active,2022-03-15
906364,100115,Debit,Active,2021-06-19
906365,106726,Debit,Blocked,2016-09-24
906366,110353,Debit,Active,2016-01-20
906367,100251,Debit,Active,2017-03-29
906368,106161,Debit,Active,2018-08-08
906369,105574,Credit,Active,2016-12-28
906370,110091,Debit,Active,2015-09-05
906371,110498,Debit,Active,2016-02-12
906372,107742,Debit,Active,2016-06-06
906373,113928,Debit,Active,2022-06-27
906374,101429,Credit,Active,2019-08-21
906375,104128,Debit,Active,2022-12-12
906376,104892,Debit,Active,2017-12-11
906377,107694,Debit,Active,2018-10-27
906378,109281,Debit,Active,2021-07-08
906379,110041,Debit,Active,2016-06-22
906380,112195,Credit,Active,2018-12-03
906381,113681,Debit,Active,2015-01-04
906382,113843,Debit,Active,2018-07-27
906383,103420,Debit,Active,2015-03-31
906384,102919,Debit,Active,2020-03-14
906385,109715,Debit,Active,2017-03-10
906386,106772,Debit,Active,2021-06-10
906387,106498,Debit,Active,2020-05-01
906388,100694,Debit,Blocked,2020-06-18
906389,109840,Credit,Active,2022-06-14
906390,112790,Debit,Active,2016-03-28
906391,111202,Debit,Active,2016-02-08
906392,102466,Credit,Active,2015-04-29
906393,100495,Debit,Active,2017-09-28
906394,114033,Debit,Active,2019-07-10
906395,105751,Debit,Active,2023-03-16
906396,109147,Debit,Active,2016-10-29
906397,106816,Debit,Active,2022-09-14
906398,101425,Debit,Blocked,2022-09-30
906399,105628,Credit,Active,2016-05-09
906400,113576,Credit,Active,2023-01-20
906401,100436,Debit,Active,2019-12-01
906402,105515,Debit,Active,2022-09-17
906403,102662,Debit,Active,2015-10-06
906404,104802,Debit,Active,2022-12-22
906405,109241,Debit,Active,2016-06-09
906406,113671,Debit,Active,2015-02-15
906407,106876,Debit,Active,2020-08-27
906408,104076,Debit,Active,2015-09-06
906409,113804,Debit,Active,2020-09-28
906410,103826,Debit,Active,2022-12-26
906411,101700,Debit,Active,2017-04-14
906412,107250,Debit,Active,2017-09-27
906413,105786,Debit,Blocked,2022-02-07
906414,102711,Debit,Active,2018-12-16
906415,101641,Debit,Active,2015-12-08
906416,103110,Debit,Active,2018-08-16
906417,103520,Debit,Active,2021-08-02
906418,114420,Debit,Active,2017-07-08
906419,108092,Debit,Active,2019-12-15
906420,104054,Debit,Blocked,2015-08-10
906421,113998,Debit,Active,2016-02-19
906422,108918,Debit,Active,2021-03-13
906423,103223,Debit,Active,2020-09-26
906424,101654,Debit,Active,2018-06-24
906425,113618,Debit,Active,2020-10-16
906426,107166,Debit,Active,2018-06-30
906427,100967,Credit,Active,2018-06-10
906428,111161,Credit,Active,2021-10-06
906429,114344,Debit,Active,2019-01-19
906430,107132,Debit,Active,2017-12-18
906431,102566,Debit,Active,2018-06-07
906432,106526,Debit,Active,2018-02-08
906433,108561,Debit,Blocked,2017-01-10
906434,105299,Debit,Active,2015-12-29
906435,100611,Debit,Active,2021-12-10
906436,111729,Debit,Active,2022-11-29
906437,113458,Debit,Active,2020-08-21
906438,110306,Debit,Active,2015-02-28
906439,111246,Debit,Active,2015-11-08
906440,105567,Debit,Active,2016-03-18
906441,100712,Debit,Blocked,2019-04-22
906442,114285,Debit,Active,2019-12-13
906443,110017,Debit,Active,2015-06-27
906444,113354,Debit,Active,2021-05-04
906445,101455,Debit,Blocked,2022-05-24
906446,107330,Debit,Active,2022-05-19
906447,109676,Debit,Active,2020-10-13
906448,114536,Debit,Active,2018-03-31
906449,109820,Credit,Active,2022-08-22
906450,113333,Debit,Active,2016-08-21
906451,106955,Debit,Active,2016-10-21
906452,114788,Debit,Blocked,2016-12-14
906453,101778,Debit,Active,2021-07-06
906454,109104,Debit,Active,2021-07-10
906455,105028,Debit,Active,2021-09-03
906456,102466,Debit,Active,2022-09-05
906457,111763,Debit,Active,2016-02-22
906458,102985,Credit,Blocked,2018-04-10
906459,108816,Debit,Active,2022-01-03
906460,103870,Debit,Active,2016-01-21
906461,103947,Debit,Active,2018-07-20
906462,103446,Debit,Active,2019-05-18
906463,108394,Debit,Active,2018-12-03
906464,101001,Debit,Active,2020-09-08
906465,108192,Debit,Blocked,2016-11-22
906466,101660,Debit,Active,2020-08-03
906467,103295,Debit,Active,2021-06-16
906468,109169,Credit,Active,2019-03-05
906469,108440,Debit,Blocked,2017-06-25
906470,108983,Debit,Active,2017-11-16
906471,102995,Debit,Blocked,2019-08-07
906472,108121,Debit,Active,2016-05-14
906473,102780,Debit,Active,2016-05-18
906474,102922,Credit,Active,2022-05-03
906475,111530,Debit,Active,2016-10-24
906476,113449,Debit,Active,2017-02-18
906477,104741,Debit,Active,2015-03-24
906478,109657,Credit,Active,2021-02-03
906479,108634,Debit,Active,2022-11-02
906480,108572,Debit,Active,2019-05-11
906481,108157,Credit,Active,2019-01-24
906482,114669,Debit,Active,2021-11-12
906483,113344,Debit,Blocked,2018-07-02
906484,100241,Debit,Active,2017-07-14
906485,105499,Credit,Active,2015-02-16
906486,106030,Debit,Active,2022-09-23
906487,104737,Debit,Active,2016-05-25
906488,102880,Credit,Active,2016-07-16
906489,100703,Debit,Active,2018-01-18
906490,100338,Debit,Active,2017-01-22
906491,101513,Debit,Active,2018-01-23
906492,113106,Credit,Active,2022-10-12
906493,102882,Debit,Active,2017-05-17
906494,103814,Debit,Active,2021-07-02
906495,114233,Debit,Active,2020-11-22
906496,108855,Debit,Active,2019-01-14
906497,109972,Debit,Blocked,2015-11-16
906498,113996,Debit,Active,2016-07-24
906499,105928,Debit,Active,2018-06-24
906500,108717,Debit,Active,2015-07-10
906501,111387,Debit,Active,2019-08-15
906502,108880,Debit,Active,2022-10-25
906503,106590,Debit,Active,2022-11-18
906504,104137,Debit,Active,2019-07-03
906505,112447,Debit,Active,2020-03-31
906506,113666,Debit,Active,2019-02-24
906507,101825,Debit,Active,2018-07-29
906508,103763,Debit,Active,2018-06-22
906509,112538,Debit,Active,2018-01-29
906510,110818,Debit,Active,2022-06-18
906511,103682,Debit,Active,2018-08-15
906512,111798,Debit,Active,2017-09-15
906513,111383,Debit,Active,2019-02-10
906514,104295,Credit,Active,2015-10-27
906515,109983,Credit,Active,2015-01-14
906516,101195,Debit,Active,2016-07-25
906517,108181,Debit,Active,2016-04-08
906518,110362,Debit,Active,2017-11-17
906519,105406,Credit,Active,2019-07-18
906520,100685,Debit,Active,2016-03-09
906521,101074,Credit,Active,2017-08-11
906522,109199,Debit,Blocked,2018-10-13
906523,104320,Debit,Active,2018-04-01
906524,100110,Debit,Active,2018-04-11
906525,103207,Debit,Active,2020-06-12
906526,104737,Debit,Blocked,2017-07-21
906527,108268,Debit,Active,2019-05-15
906528,112188,Debit,Active,2018-06-02
906529,107038,Credit,Active,2019-11-29
906530,109242,Debit,Active,2021-01-03
906531,105569,Debit,Active,2017-09-18
906532,103774,Debit,Active,2020-08-23
906533,107176,Credit,Active,2015-05-22
906534,101899,Debit,Active,2018-08-17
906535,104737,Debit,Active,2016-02-04
906536,104384,Debit,Blocked,2017-05-02
906537,101760,Debit,Active,2020-03-17
906538,110011,Debit,Active,2016-06-06
906539,113940,Debit,Active,2015-12-08
906540,100318,Debit,Active,2022-04-09
906541,102704,Debit,Active,2021-08-06
906542,114417,Debit,Active,2021-07-01
906543,114323,Credit,Blocked,2018-02-28
906544,109694,Debit,Active,2016-08-14
906545,105793,Debit,Active,2019-10-02
906546,101215,Debit,Active,2019-09-15
906547,101508,Debit,Active,2015-09-17
906548,102656,Debit,Active,2020-09-02
906549,104187,Debit,Active,2017-10-10
906550,103756,Debit,Active,2017-05-02
