transaction_id,account_id,transaction_date,transaction_type,amount,channel
521488,105594,2022-08-30,Deposit,10185.19,Mobile
521489,111829,2023-09-24,Deposit,16287.48,POS
521490,108870,2022-08-22,Withdrawal,23686.64,POS
521491,103607,2022-09-07,Withdrawal,23357.25,Branch
521492,103293,2022-12-28,Withdrawal,95523.9,Mobile
521493,106446,2025-04-13,Deposit,20372.86,ATM
521494,105096,2024-08-04,Deposit,53853.46,Mobile
521495,101887,2024-12-03,Deposit,24638.53,Mobile
521496,112829,2024-12-30,Withdrawal,11185.19,POS
521497,112763,2024-11-23,Transfer,16760.15,Mobile
521498,107720,2023-10-20,Deposit,13060.5,Branch
521499,101280,2024-09-22,Withdrawal,40898.0,POS
521500,111948,2024-08-07,Transfer,40907.92,Mobile
521501,110578,2023-08-22,Transfer,4871.39,ATM
521502,103404,2024-01-07,Withdrawal,17940.98,Mobile
521503,106353,2023-09-20,Deposit,45311.58,POS
521504,105933,2024-02-05,Transfer,12103.78,POS
521505,103133,2023-10-21,Withdrawal,23607.75,ATM
521506,108264,2022-11-28,Transfer,50180.72,Branch
521507,102888,2023-03-24,Withdrawal,14117.9,POS
521508,103829,2024-05-10,Withdrawal,57563.48,POS
521509,110952,2022-04-05,Deposit,29449.06,POS
521510,102462,2022-01-25,Transfer,51035.09,POS
521511,104340,2025-04-14,Withdrawal,48989.38,ATM
521512,107117,2022-09-13,Withdrawal,6303.06,POS
521513,100436,2023-09-28,Deposit,94270.35,Branch
521514,104580,2024-02-17,Withdrawal,103434.67,POS
521515,111302,2022-06-06,Deposit,20567.4,ATM
521516,110174,2024-03-31,Withdrawal,67870.87,Mobile
521517,105734,2022-09-17,Withdrawal,25074.29,POS
521518,110436,2024-05-21,Deposit,36989.73,ATM
521519,101818,2024-12-01,Deposit,132086.0,ATM
521520,113218,2023-06-03,Transfer,42631.03,Branch
521521,114879,2024-09-13,Withdrawal,11602.09,ATM
521522,106525,2022-04-24,Deposit,18920.44,Mobile
521523,110213,2024-11-14,Deposit,14585.14,ATM
521524,113835,2023-06-12,Transfer,13305.06,Mobile
521525,111011,2024-10-12,Withdrawal,27467.64,Mobile
521526,111060,2023-05-07,Deposit,17425.7,Mobile
521527,102049,2023-05-21,Deposit,38759.91,POS
521528,112287,2024-03-29,Deposit,34905.64,POS
521529,108943,2025-04-07,Deposit,36954.18,Mobile
521530,102478,2022-01-19,Withdrawal,18500.06,POS
521531,111519,2022-02-25,Deposit,35292.84,POS
521532,106528,2024-12-24,Transfer,22459.73,ATM
521533,110886,2022-08-25,Transfer,27442.9,Branch
521534,100342,2024-03-17,Transfer,16883.76,Mobile
521535,104299,2024-01-29,Deposit,11907.52,Branch
521536,109400,2024-03-05,Transfer,12832.92,Branch
521537,100794,2022-05-20,Transfer,69946.42,Branch
521538,100445,2023-04-15,Withdrawal,113068.21,Mobile
521539,101514,2022-03-09,Deposit,18918.25,POS
521540,110711,2025-03-02,Transfer,19693.83,POS
521541,103942,2024-08-12,Withdrawal,2686.39,ATM
521542,112614,2024-09-01,Deposit,18508.74,POS
521543,111558,2024-08-07,Deposit,5628.02,ATM
521544,109311,2023-10-12,Withdrawal,69808.9,ATM
521545,108214,2024-11-11,Deposit,5670.4,ATM
521546,110371,2022-05-14,Withdrawal,49333.0,Mobile
521547,109912,2023-02-27,Withdrawal,124936.84,POS
521548,108218,2024-04-29,Deposit,36226.19,POS
521549,106466,2024-09-08,Withdrawal,6980.16,POS
521550,103094,2025-02-05,Withdrawal,16698.81,POS
521551,111065,2024-06-25,Transfer,19343.27,POS
521552,108732,2024-06-30,Withdrawal,42581.94,Mobile
521553,105775,2023-04-16,Withdrawal,3486.55,Mobile
521554,112925,2024-12-20,Deposit,8172.73,Mobile
521555,108672,2024-07-21,Transfer,185497.91,POS
521556,101045,2022-04-30,Deposit,87223.23,Mobile
521557,101305,2024-04-01,Deposit,23675.54,POS
521558,112501,2022-04-20,Withdrawal,8005.92,Mobile
521559,100979,2023-02-21,Transfer,16342.0,Mobile
521560,103980,2025-03-16,Transfer,51177.03,Mobile
521561,109290,2024-12-29,Deposit,21036.49,ATM
521562,110086,2023-04-18,Transfer,19860.48,Mobile
521563,100814,2023-06-07,Withdrawal,109064.47,POS
521564,100089,2023-01-10,Transfer,32327.46,POS
521565,112157,2024-03-30,Deposit,12568.83,ATM
521566,111002,2025-02-14,Withdrawal,61765.48,ATM
521567,101787,2022-11-14,Deposit,21525.47,Mobile
521568,100528,2024-09-26,Withdrawal,11766.4,POS
521569,104845,2024-08-29,Deposit,27781.39,ATM
521570,102623,2024-02-07,Withdrawal,112469.78,ATM
521571,111431,2023-06-05,Transfer,50617.37,ATM
521572,113596,2024-11-07,Transfer,29478.72,ATM
521573,100244,2025-01-25,Deposit,10940.48,POS
521574,101081,2022-10-10,Transfer,97875.95,ATM
521575,111138,2023-06-23,Deposit,48184.29,POS
521576,105197,2022-09-11,Deposit,17867.98,ATM
521577,106846,2022-04-18,Withdrawal,76251.69,Branch
521578,103893,2022-09-13,Deposit,93908.03,Mobile
521579,108801,2025-01-10,Deposit,5998.71,Mobile
521580,111138,2025-04-10,Deposit,4631.08,ATM
521581,113770,2022-07-09,Withdrawal,19447.09,ATM
521582,108302,2024-02-22,Withdrawal,44993.32,POS
521583,105732,2023-02-15,Transfer,25905.72,POS
521584,111465,2024-05-12,Deposit,79484.04,POS
521585,106100,2023-06-08,Withdrawal,91258.33,POS
521586,108984,2022-11-30,Deposit,8494.44,Mobile
521587,109959,2022-04-11,Transfer,13435.87,POS
521588,106347,2024-11-07,Deposit,11007.55,Mobile
521589,109354,2024-09-01,Deposit,12421.63,POS
521590,104120,2023-11-12,Deposit,19301.11,Mobile
521591,101423,2024-10-18,Deposit,14182.01,Mobile
521592,103415,2023-01-17,Transfer,20001.22,ATM
521593,102181,2023-09-23,Deposit,5752.06,POS
521594,100938,2023-06-09,Deposit,170133.74,POS
521595,106577,2022-09-14,Deposit,14381.31,Mobile
521596,105237,2024-09-24,Deposit,25160.19,POS
521597,113071,2022-01-21,Deposit,89575.38,Mobile
521598,112353,2022-12-08,Transfer,10769.03,POS
521599,108450,2022-03-21,Withdrawal,166732.28,ATM
521600,107717,2022-06-10,Withdrawal,34197.44,Mobile
521601,109624,2023-01-04,Transfer,44568.99,POS
521602,106412,2022-02-08,Deposit,54603.41,Mobile
521603,107888,2023-01-18,Withdrawal,30160.42,Mobile
521604,110404,2023-01-10,Transfer,15621.82,Mobile
521605,102571,2023-12-13,Transfer,51340.85,Mobile
521606,111564,2024-03-09,Transfer,18750.71,ATM
521607,110729,2024-07-23,Withdrawal,35196.13,Mobile
521608,107182,2023-02-03,Withdrawal,4064.14,ATM
521609,107453,2025-01-01,Withdrawal,34059.47,POS
521610,112900,2023-04-25,Transfer,76584.79,Mobile
521611,113823,2025-01-08,Deposit,98133.25,Mobile
521612,109763,2023-09-17,Withdrawal,18140.88,Branch
521613,100575,2023-12-30,Deposit,16706.42,POS
521614,100160,2022-01-27,Deposit,6745.32,ATM
521615,112788,2023-03-13,Withdrawal,14086.45,Mobile
521616,105046,2023-11-11,Transfer,5790.47,Mobile
521617,110538,2022-03-26,Withdrawal,72352.49,ATM
521618,105336,2025-04-07,Deposit,98644.63,ATM
521619,111995,2022-06-22,Deposit,5768.78,Mobile
521620,112886,2024-08-11,Deposit,18986.22,Mobile
521621,112537,2022-07-18,Deposit,50073.66,ATM
521622,100444,2024-03-28,Deposit,10256.88,POS
521623,104708,2023-01-22,Deposit,11400.22,POS
521624,114128,2022-10-22,Transfer,11106.58,POS
521625,103199,2024-01-23,Withdrawal,21983.71,POS
521626,104622,2023-02-16,Withdrawal,33120.47,POS
521627,103411,2022-04-16,Withdrawal,9849.46,Mobile
521628,106785,2024-09-12,Transfer,44999.65,Branch
521629,107074,2023-05-21,Withdrawal,15366.54,ATM
521630,110044,2022-06-14,Transfer,12085.95,POS
521631,106273,2022-01-02,Deposit,8985.19,Mobile
521632,109320,2025-03-12,Withdrawal,12031.9,POS
521633,100389,2024-07-24,Transfer,17672.85,POS
521634,105390,2023-05-13,Withdrawal,94774.2,Mobile
521635,105595,2022-03-27,Deposit,2529.2,Mobile
521636,106146,2025-02-06,Withdrawal,26334.46,POS
521637,108175,2025-02-26,Withdrawal,57778.79,Mobile
521638,103094,2025-03-28,Transfer,44484.43,Mobile
521639,110557,2023-05-20,Deposit,34709.53,POS
521640,112574,2023-03-14,Transfer,26049.2,ATM
521641,105515,2024-01-23,Deposit,125881.39,ATM
521642,109359,2025-02-05,Transfer,39970.86,POS
521643,106437,2022-02-18,Withdrawal,86716.5,Mobile
521644,106645,2024-05-03,Withdrawal,22902.77,Mobile
521645,108081,2022-08-10,Deposit,84739.74,POS
521646,104711,2025-03-29,Deposit,38121.34,POS
521647,107460,2024-06-25,Withdrawal,76350.4,Mobile
521648,106514,2022-10-28,Deposit,20722.41,POS
521649,105200,2024-04-13,Deposit,27580.76,ATM
521650,103388,2024-06-19,Transfer,19013.01,Mobile
521651,103835,2024-03-30,Transfer,16008.11,POS
521652,100385,2022-08-20,Transfer,17421.01,ATM
521653,113395,2024-11-24,Transfer,8655.02,POS
521654,114590,2025-04-05,Deposit,16541.06,Mobile
521655,101392,2022-11-11,Deposit,149032.19,ATM
521656,113449,2025-01-12,Transfer,66223.8,Mobile
521657,114739,2024-05-22,Withdrawal,60888.88,Mobile
521658,111125,2025-02-06,Transfer,25577.63,Branch
521659,114473,2024-12-15,Transfer,35130.7,ATM
521660,109506,2022-05-10,Deposit,30794.85,Mobile
521661,107722,2022-06-19,Withdrawal,44862.92,POS
521662,108845,2024-10-24,Deposit,11234.93,POS
521663,113243,2023-07-12,Deposit,1355.92,ATM
521664,111765,2022-03-19,Transfer,55378.36,POS
521665,103406,2023-10-01,Deposit,30470.6,ATM
521666,107969,2023-07-04,Deposit,8789.59,ATM
521667,111800,2025-03-08,Withdrawal,18342.97,ATM
521668,101774,2022-02-01,Transfer,106584.48,Mobile
521669,101216,2023-07-31,Withdrawal,71783.97,Branch
521670,106415,2023-08-09,Transfer,120575.66,POS
521671,112625,2022-11-28,Deposit,29129.53,Mobile
521672,103569,2024-01-23,Transfer,2766.52,Branch
521673,102197,2025-03-19,Withdrawal,62596.16,Branch
521674,111966,2022-05-13,Transfer,35604.51,Mobile
521675,106583,2023-12-07,Deposit,23519.29,Mobile
521676,113507,2023-06-07,Transfer,29333.07,POS
521677,112737,2023-04-21,Withdrawal,82743.44,ATM
521678,106094,2023-01-26,Transfer,37124.87,POS
521679,110333,2024-11-13,Deposit,5876.35,POS
521680,104398,2024-09-03,Deposit,6918.93,Mobile
521681,111015,2024-01-23,Transfer,13153.36,Mobile
521682,110728,2024-05-07,Deposit,9559.18,Branch
521683,111089,2023-01-02,Transfer,37643.45,Branch
521684,114553,2023-07-02,Withdrawal,75694.26,Mobile
521685,100374,2022-06-10,Transfer,18943.77,ATM
521686,101385,2023-12-09,Deposit,33844.61,Mobile
521687,109263,2025-01-02,Deposit,27465.21,Mobile
521688,108923,2024-06-18,Transfer,9036.68,Branch
521689,107371,2024-07-25,Deposit,13889.12,ATM
521690,106243,2023-10-17,Deposit,9238.53,Mobile
521691,104683,2025-01-09,Deposit,41185.97,Mobile
521692,106260,2025-01-23,Transfer,4083.3,POS
521693,103320,2023-04-20,Deposit,30145.0,ATM
521694,100274,2023-06-06,Transfer,9722.38,Branch
521695,106868,2024-11-01,Withdrawal,41340.13,POS
521696,101670,2022-06-08,Withdrawal,50370.44,POS
521697,113231,2023-06-01,Deposit,134626.45,ATM
521698,112624,2022-09-24,Withdrawal,21723.43,Branch
521699,112783,2025-04-13,Withdrawal,4552.18,POS
521700,102857,2023-04-26,Transfer,8941.64,ATM
521701,104712,2024-10-16,Transfer,32916.16,Mobile
521702,104546,2023-02-06,Transfer,18847.51,POS
521703,106522,2022-02-23,Withdrawal,14416.54,ATM
521704,107001,2024-04-26,Withdrawal,61518.77,Branch
521705,110113,2024-04-18,Transfer,8014.63,POS
521706,114000,2022-09-05,Deposit,24603.61,POS
521707,105250,2024-01-06,Transfer,13954.75,Mobile
521708,104679,2022-06-13,Deposit,32452.66,POS
521709,111086,2023-08-13,Deposit,84360.28,POS
521710,111474,2024-06-13,Withdrawal,16288.14,Mobile
521711,102273,2024-09-12,Deposit,9038.92,POS
521712,105021,2022-04-08,Transfer,86552.35,Mobile
521713,108039,2024-05-29,Deposit,5103.46,POS
521714,104161,2022-01-24,Withdrawal,13560.39,ATM
521715,110483,2025-04-03,Deposit,51021.55,POS
521716,113791,2023-11-12,Deposit,14484.65,Mobile
521717,105750,2022-12-30,Transfer,55511.37,Mobile
521718,106125,2024-02-07,Withdrawal,43856.07,POS
521719,110348,2022-04-16,Withdrawal,14376.24,ATM
521720,107398,2024-01-06,Deposit,2279.13,POS
521721,114363,2024-01-26,Transfer,15523.78,Mobile
521722,114189,2023-02-09,Withdrawal,30592.74,POS
521723,100514,2022-07-08,Deposit,11944.8,POS
521724,109812,2025-02-03,Deposit,21679.95,ATM
521725,104784,2024-04-23,Withdrawal,153798.78,POS
521726,111665,2023-04-22,Deposit,31800.45,ATM
521727,113863,2024-08-10,Transfer,36234.04,ATM
521728,101786,2022-02-21,Withdrawal,5162.57,Branch
521729,111559,2022-02-12,Transfer,31966.32,ATM
521730,107048,2022-07-27,Deposit,24070.67,Mobile
521731,108494,2024-09-25,Withdrawal,16415.04,POS
521732,101923,2024-01-06,Deposit,31301.76,Mobile
521733,103839,2025-03-01,Deposit,109653.99,ATM
521734,111969,2023-08-12,Withdrawal,3635.46,POS
521735,112061,2022-11-05,Transfer,63136.2,POS
521736,114449,2022-03-24,Transfer,22830.35,Branch
521737,113855,2023-06-30,Transfer,7540.82,Branch
521738,104167,2025-02-03,Transfer,41315.36,Mobile
521739,105621,2023-04-02,Transfer,11937.8,ATM
521740,107347,2022-06-28,Withdrawal,9459.08,POS
521741,102419,2024-09-10,Deposit,10582.09,POS
521742,106605,2024-05-08,Withdrawal,16278.79,POS
521743,102408,2024-04-10,Withdrawal,5138.4,ATM
521744,101210,2024-12-08,Transfer,5372.61,POS
521745,101685,2022-04-26,Deposit,3368.85,Branch
521746,108671,2022-09-01,Deposit,16386.15,ATM
521747,108986,2024-01-22,Transfer,11663.52,ATM
521748,104958,2022-08-08,Withdrawal,6631.26,Mobile
521749,104159,2022-01-25,Withdrawal,19680.45,Branch
521750,110721,2022-11-27,Deposit,45691.05,ATM
521751,105565,2022-02-02,Transfer,2560.67,ATM
521752,105308,2023-12-08,Withdrawal,63996.15,Mobile
521753,101330,2022-12-31,Deposit,25098.76,Mobile
521754,101026,2024-07-30,Withdrawal,29166.79,Mobile
521755,108261,2024-06-16,Withdrawal,64834.14,Branch
521756,109967,2024-03-02,Deposit,44071.32,POS
521757,108831,2023-05-22,Withdrawal,9945.35,ATM
521758,107656,2024-02-22,Deposit,10588.68,Mobile
521759,113422,2024-11-19,Withdrawal,39916.82,POS
521760,104102,2022-05-25,Deposit,21472.06,Branch
521761,105532,2022-08-18,Transfer,8457.81,Mobile
521762,111454,2023-04-19,Withdrawal,24523.3,ATM
521763,103927,2023-10-26,Deposit,27065.15,Mobile
521764,100688,2024-12-31,Deposit,50649.24,Branch
521765,112897,2022-04-15,Deposit,16723.78,Mobile
521766,109661,2025-02-17,Withdrawal,10864.16,ATM
521767,107417,2022-07-19,Withdrawal,18262.08,Mobile
521768,103968,2022-06-03,Transfer,13418.03,POS
521769,105404,2022-09-20,Deposit,42427.91,ATM
521770,111150,2025-04-08,Withdrawal,12800.58,POS
521771,104166,2022-10-11,Transfer,161846.06,Mobile
521772,102387,2022-10-23,Withdrawal,15509.84,ATM
521773,102759,2024-10-03,Deposit,11540.63,Mobile
521774,105214,2023-05-01,Withdrawal,16821.54,ATM
521775,101915,2025-04-01,Deposit,240744.3,Mobile
521776,102722,2024-01-10,Withdrawal,37012.12,ATM
521777,108714,2024-07-15,Withdrawal,44745.89,POS
521778,105306,2024-01-31,Transfer,15802.15,Branch
521779,100292,2022-10-30,Transfer,6875.66,POS
521780,114401,2024-11-26,Deposit,6967.09,POS
521781,110094,2023-10-26,Deposit,13757.63,POS
521782,114624,2023-11-24,Deposit,41137.33,POS
521783,109627,2024-09-12,Deposit,7045.92,POS
521784,110598,2024-01-16,Withdrawal,10577.64,ATM
521785,103021,2023-05-23,Deposit,13715.31,ATM
521786,108994,2022-07-23,Deposit,187573.46,Mobile
521787,108940,2023-10-02,Deposit,62403.98,POS
521788,100653,2024-05-17,Withdrawal,9545.52,ATM
521789,101272,2022-06-19,Transfer,15475.29,Branch
521790,104314,2024-05-26,Deposit,12449.96,ATM
521791,107804,2024-10-24,Deposit,36083.92,Mobile
521792,111787,2024-10-01,Withdrawal,69679.96,POS
521793,113121,2024-01-26,Transfer,9734.9,Branch
521794,104873,2022-03-16,Withdrawal,7649.42,POS
521795,105866,2023-03-06,Deposit,12186.61,POS
521796,111096,2022-06-14,Withdrawal,74037.04,POS
521797,102722,2022-03-12,Withdrawal,32108.52,ATM
521798,108147,2023-09-30,Deposit,10315.46,Mobile
521799,107367,2023-11-25,Transfer,72984.16,Mobile
521800,100599,2022-03-06,Deposit,16522.02,POS
521801,112613,2024-04-24,Deposit,19775.63,ATM
521802,103861,2022-04-10,Withdrawal,797801.01,POS
521803,103251,2025-03-03,Deposit,120161.34,ATM
521804,105987,2022-10-18,Deposit,27908.24,Mobile
521805,109169,2023-01-06,Transfer,33210.45,Mobile
521806,100514,2024-05-11,Transfer,22466.65,Mobile
521807,108373,2022-11-10,Transfer,27346.26,ATM
521808,107786,2022-06-28,Deposit,3198.74,Mobile
521809,113724,2025-01-02,Deposit,14786.75,Mobile
521810,107539,2022-01-09,Deposit,33960.54,Mobile
521811,102181,2024-02-16,Transfer,11437.23,POS
521812,101675,2024-12-05,Transfer,8565.63,ATM
521813,102663,2023-02-25,Transfer,54812.93,POS
521814,104616,2023-11-07,Transfer,2768.21,POS
521815,112492,2024-03-02,Deposit,22250.96,ATM
521816,102190,2022-12-29,Withdrawal,6668.79,ATM
521817,108399,2024-10-27,Deposit,79685.16,POS
521818,103296,2022-07-06,Deposit,15614.52,Mobile
521819,112755,2022-11-03,Transfer,9091.29,Mobile
521820,101747,2022-10-08,Deposit,34091.76,Mobile
521821,114727,2022-03-16,Withdrawal,78964.67,Mobile
521822,103532,2022-07-04,Transfer,8988.99,POS
521823,107495,2024-10-16,Transfer,5258.96,Branch
521824,108485,2022-06-12,Transfer,15039.42,Mobile
521825,109303,2022-11-08,Transfer,35201.43,POS
521826,108290,2024-12-23,Withdrawal,13039.15,POS
521827,100372,2023-05-11,Withdrawal,76756.58,Mobile
521828,112391,2024-09-28,Deposit,26253.24,POS
521829,114006,2024-09-20,Withdrawal,15338.65,POS
521830,100706,2024-05-08,Withdrawal,14403.91,ATM
521831,105200,2022-02-10,Withdrawal,45447.15,POS
521832,104226,2022-04-17,Withdrawal,10320.6,POS
521833,111300,2024-09-07,Deposit,5722.67,Mobile
521834,112343,2022-03-25,Deposit,13998.94,Mobile
521835,108273,2025-02-03,Deposit,27883.01,ATM
521836,113159,2022-05-12,Deposit,8400.32,ATM
521837,110653,2022-08-25,Withdrawal,4051.89,Mobile
521838,110395,2024-04-21,Transfer,30525.73,ATM
521839,111290,2024-05-23,Transfer,14233.12,POS
521840,106727,2022-04-05,Withdrawal,17997.46,Mobile
521841,109790,2022-12-08,Deposit,45714.86,Mobile
521842,111393,2022-05-23,Withdrawal,25389.78,POS
521843,109039,2023-07-15,Withdrawal,7105.32,Mobile
521844,108713,2022-09-29,Deposit,3447.72,Branch
521845,101983,2022-04-19,Withdrawal,35422.12,ATM
521846,109966,2023-10-11,Withdrawal,43451.67,Mobile
521847,106886,2024-08-01,Withdrawal,32346.99,ATM
521848,105171,2024-04-12,Withdrawal,36959.64,Mobile
521849,109101,2024-03-16,Transfer,17876.79,POS
521850,112961,2024-11-11,Deposit,73363.77,ATM
521851,107774,2023-07-12,Transfer,23885.16,ATM
521852,112241,2024-03-31,Withdrawal,12703.02,POS
521853,102514,2025-03-06,Withdrawal,81182.55,ATM
521854,107991,2022-02-24,Withdrawal,25761.22,Mobile
521855,108406,2025-03-17,Transfer,19368.27,POS
521856,111723,2022-03-28,Deposit,11890.74,ATM
521857,107759,2024-08-19,Transfer,46942.9,ATM
521858,101085,2022-03-11,Withdrawal,42774.67,ATM
521859,111561,2023-12-14,Deposit,12528.98,POS
521860,105595,2023-11-20,Deposit,43503.29,POS
521861,108264,2022-12-25,Withdrawal,88647.63,Mobile
521862,106468,2024-03-11,Transfer,27663.31,POS
521863,114255,2024-08-16,Transfer,29806.94,POS
521864,102528,2023-02-07,Withdrawal,11570.71,ATM
521865,114292,2024-05-24,Withdrawal,9639.98,POS
521866,106758,2024-11-30,Deposit,6654.8,Branch
521867,102910,2022-06-17,Deposit,15215.92,ATM
521868,107013,2024-12-11,Deposit,13809.66,ATM
521869,102629,2022-02-04,Withdrawal,13521.53,ATM
521870,114398,2023-09-11,Transfer,245460.78,Mobile
521871,101450,2022-01-04,Transfer,10043.4,Branch
521872,102173,2024-02-01,Withdrawal,3610.29,Mobile
521873,110514,2022-01-10,Transfer,35058.81,ATM
521874,107860,2023-02-10,Withdrawal,63512.33,ATM
521875,109048,2024-08-23,Withdrawal,14062.33,Branch
521876,110594,2022-04-23,Deposit,22407.38,Mobile
521877,114717,2023-06-12,Transfer,7243.1,ATM
521878,108889,2023-05-05,Transfer,28436.51,POS
521879,109087,2023-10-01,Deposit,5271.33,ATM
521880,108936,2023-08-27,Transfer,104996.78,Mobile
521881,101047,2023-03-05,Withdrawal,120758.21,POS
521882,106044,2025-02-16,Transfer,11340.97,ATM
521883,101386,2025-03-29,Withdrawal,52944.4,ATM
521884,113978,2025-03-25,Deposit,51772.74,ATM
521885,111126,2023-09-12,Withdrawal,33142.51,Mobile
521886,108054,2024-06-20,Withdrawal,1892.95,Branch
521887,112919,2023-10-22,Withdrawal,9182.58,Branch
521888,101924,2024-01-15,Withdrawal,51332.64,Mobile
521889,107138,2024-05-04,Deposit,28403.25,ATM
521890,111806,2022-05-12,Deposit,62123.35,ATM
521891,100821,2023-10-04,Deposit,27756.76,Branch
521892,110867,2025-03-28,Deposit,5516.03,Mobile
521893,111536,2023-10-04,Transfer,14485.68,POS
521894,111410,2023-08-25,Deposit,46726.94,ATM
521895,105489,2024-11-30,Withdrawal,5725.03,ATM
521896,102784,2022-06-11,Transfer,6516.33,ATM
521897,113055,2024-02-02,Transfer,28065.12,ATM
521898,111877,2022-03-26,Withdrawal,17840.64,ATM
521899,114477,2023-10-08,Deposit,4694.76,POS
521900,105307,2022-12-30,Deposit,16389.6,POS
521901,106332,2024-11-08,Withdrawal,10438.84,ATM
521902,102484,2023-05-21,Transfer,35651.88,POS
521903,102254,2023-07-29,Withdrawal,9599.66,ATM
521904,107105,2024-04-06,Deposit,9413.88,Mobile
521905,113991,2022-11-09,Deposit,5988.24,ATM
521906,112199,2023-10-09,Withdrawal,64568.99,ATM
521907,107219,2022-05-05,Withdrawal,30283.88,Mobile
521908,101107,2023-03-19,Transfer,13064.44,Branch
521909,106890,2024-04-03,Deposit,36027.53,Branch
521910,108588,2024-09-18,Transfer,10355.53,Branch
521911,105386,2022-11-22,Transfer,20676.95,POS
521912,106621,2024-11-18,Deposit,3910.06,Mobile
521913,109051,2022-04-21,Withdrawal,24316.79,Mobile
521914,108417,2023-02-13,Deposit,18704.83,POS
521915,108976,2023-12-13,Transfer,9636.71,Mobile
521916,110940,2022-12-04,Deposit,154740.59,POS
521917,105844,2025-01-01,Withdrawal,27214.75,ATM
521918,113710,2023-11-26,Withdrawal,15197.21,ATM
521919,110574,2024-02-10,Transfer,35746.29,ATM
521920,109998,2022-10-08,Deposit,32449.65,POS
521921,112265,2024-11-21,Transfer,57253.72,ATM
521922,107628,2022-10-12,Transfer,68401.49,Mobile
521923,110004,2025-03-15,Deposit,26598.59,POS
521924,108262,2023-06-24,Withdrawal,25973.05,POS
521925,100670,2022-10-02,Withdrawal,5190.26,POS
521926,111941,2022-04-25,Transfer,6025.44,Mobile
521927,101937,2022-11-19,Withdrawal,9462.26,Mobile
521928,101726,2022-03-30,Transfer,9519.62,POS
521929,113727,2025-01-30,Deposit,23303.85,POS
521930,108917,2022-02-06,Deposit,18045.8,POS
521931,109606,2023-08-21,Withdrawal,1948.82,Mobile
521932,100587,2023-09-17,Withdrawal,15548.27,ATM
521933,103321,2023-03-19,Transfer,33134.1,Mobile
521934,112076,2023-10-21,Deposit,2348.71,ATM
521935,114560,2023-05-03,Deposit,10194.0,ATM
521936,113722,2023-04-22,Deposit,12808.1,POS
521937,113676,2023-08-09,Transfer,3894.76,Mobile
521938,106724,2024-09-17,Transfer,10714.29,POS
521939,100457,2025-04-11,Transfer,80884.46,Mobile
521940,102796,2024-10-26,Deposit,33707.66,Mobile
521941,112655,2023-03-25,Withdrawal,117445.3,ATM
521942,113122,2023-02-06,Deposit,11144.09,Branch
521943,109529,2024-05-28,Withdrawal,14773.32,ATM
521944,112826,2023-01-02,Transfer,28880.56,ATM
521945,101756,2023-02-14,Transfer,16827.0,ATM
521946,104809,2023-04-02,Transfer,29831.56,Mobile
521947,105803,2022-10-13,Transfer,48497.61,POS
521948,110624,2023-01-27,Deposit,38986.08,POS
521949,111362,2025-02-07,Transfer,4206.43,ATM
521950,113931,2022-07-17,Deposit,6341.57,POS
521951,109499,2022-04-04,Deposit,28884.15,POS
521952,107029,2025-03-26,Transfer,3434.71,ATM
521953,100517,2024-09-22,Withdrawal,10338.4,Mobile
521954,113366,2023-08-01,Withdrawal,6973.56,ATM
521955,106891,2023-01-13,Transfer,4874.33,Mobile
521956,111307,2023-06-06,Transfer,4543.62,POS
521957,114840,2025-01-24,Transfer,11957.71,ATM
521958,113961,2025-02-06,Deposit,38622.86,Mobile
521959,111014,2023-01-31,Transfer,11719.61,Mobile
521960,111036,2023-12-02,Withdrawal,14378.97,POS
521961,111271,2024-07-01,Withdrawal,12969.01,ATM
521962,113139,2022-03-15,Transfer,8038.6,Mobile
521963,112209,2025-03-22,Withdrawal,18871.32,Mobile
521964,113696,2024-10-13,Deposit,19589.17,POS
521965,112827,2024-04-06,Deposit,7154.63,Branch
521966,111408,2024-06-29,Transfer,1510.95,ATM
521967,111995,2022-01-14,Deposit,27921.07,POS
521968,107544,2023-11-06,Deposit,21271.91,POS
521969,111538,2022-12-05,Withdrawal,10009.4,Mobile
521970,100876,2023-07-05,Withdrawal,146323.92,POS
521971,104981,2022-01-14,Deposit,13139.21,Mobile
521972,101921,2023-01-22,Withdrawal,11303.52,Mobile
521973,107724,2023-11-04,Withdrawal,78381.25,Mobile
521974,111977,2023-10-18,Withdrawal,13686.25,Mobile
521975,102282,2022-05-07,Transfer,91328.36,Mobile
521976,109215,2022-04-04,Transfer,12304.16,ATM
521977,112560,2024-02-05,Deposit,15562.02,POS
521978,108084,2024-09-15,Deposit,50913.83,Mobile
521979,105408,2022-02-12,Withdrawal,10514.82,ATM
521980,110530,2024-04-16,Deposit,11630.01,Mobile
521981,112450,2022-12-24,Withdrawal,126438.91,Mobile
521982,111905,2025-03-22,Withdrawal,41746.42,Mobile
521983,105475,2024-01-30,Withdrawal,22928.45,POS
521984,110753,2023-06-06,Withdrawal,29249.26,ATM
521985,105261,2025-02-15,Withdrawal,182557.48,ATM
521986,106300,2022-08-20,Deposit,31571.21,POS
521987,104858,2022-11-08,Transfer,23529.91,ATM
521988,106280,2022-11-25,Deposit,25804.79,POS
521989,112739,2022-05-05,Transfer,8913.86,Mobile
521990,111907,2023-06-11,Withdrawal,16634.45,Mobile
521991,104994,2024-01-25,Withdrawal,27980.92,ATM
521992,111425,2022-08-03,Withdrawal,38627.86,ATM
